Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Dhanekhali,Anjali Patel,Independent,2225,22,2247,0.99,225853,2247,76115,False
Tarakeswar,Suresh Kumar,Bharatiya Janata Party,62935,635,63570,32.5,195582,63570,63570,True
Tarakeswar,Amit Nair,All India Trinamool Congress,42121,425,42546,21.75,195582,42546,63570,False
Tarakeswar,Priya Patel,None of the Above,26292,265,26557,13.58,195582,26557,63570,False
Tarakeswar,Sanjay Menon,Communist Party of India (Marxist),21950,221,22171,11.34,195582,22171,63570,False
Tarakeswar,Suresh Sharma,Indian National Congress,9858,99,9957,5.09,195582,9957,63570,False
Tarakeswar,Kavita Gogoi,Independent,119,1,120,0.06,195582,120,63570,False
Pursurah,Kavita Sen,All India Trinamool Congress,77309,780,78089,46.89,166531,78089,78089,True
Pursurah,Sunil Menon,Bharatiya Janata Party,24559,248,24807,14.9,166531,24807,78089,False
Pursurah,Kavita Sen,Indian National Congress,15798,159,15957,9.58,166531,15957,78089,False
Pursurah,Ramesh Das,Communist Party of India (Marxist),12194,123,12317,7.4,166531,12317,78089,False
Pursurah,Priya Patel,None of the Above,11637,117,11754,7.06,166531,11754,78089,False
Pursurah,Deepa Bora,Independent,3115,31,3146,1.89,166531,3146,78089,False
Arambag,Anita Patel,Bharatiya Janata Party,30941,312,31253,18.18,171877,31253,31253,True
Arambag,Manoj Patel,All India Trinamool Congress,21778,219,21997,12.8,171877,21997,31253,False
Arambag,Priya Sen,None of the Above,19602,197,19799,11.52,171877,19799,31253,False
Arambag,Manoj Kumar,Communist Party of India (Marxist),14382,145,14527,8.45,171877,14527,31253,False
Arambag,Sanjay Singh,Indian National Congress,12804,129,12933,7.52,171877,12933,31253,False
Arambag,Amit Das,Independent,4067,41,4108,2.39,171877,4108,31253,False
Goghat,Amit Patel,All India Trinamool Congress,81032,818,81850,36.32,225363,81850,81850,True
Goghat,Amit Bora,Indian National Congress,64304,649,64953,28.82,225363,64953,81850,False
Goghat,Ramesh Bora,Communist Party of India (Marxist),22607,228,22835,10.13,225363,22835,81850,False
Goghat,Sunil Patel,None of the Above,17674,178,17852,7.92,225363,17852,81850,False
Goghat,Anita Das,Bharatiya Janata Party,8739,88,8827,3.92,225363,8827,81850,False
Goghat,Deepa Gogoi,Independent,4027,40,4067,1.8,225363,4067,81850,False
Khanakul,Ramesh Reddy,None of the Above,57387,579,57966,33.61,172460,57966,57966,True
Khanakul,Kavita Singh,Bharatiya Janata Party,21860,220,22080,12.8,172460,22080,57966,False
Khanakul,Sunil Singh,Indian National Congress,18637,188,18825,10.92,172460,18825,57966,False
Khanakul,Ramesh Patel,All India Trinamool Congress,8701,87,8788,5.1,172460,8788,57966,False
Khanakul,Ramesh Bora,Communist Party of India (Marxist),3607,36,3643,2.11,172460,3643,57966,False
Khanakul,Amit Menon,Independent,1397,14,1411,0.82,172460,1411,57966,False
Tamluk,Ramesh Sharma,Bharatiya Janata Party,85347,862,86209,34.61,249096,86209,86209,True
Tamluk,Rahul Sharma,All India Trinamool Congress,68207,688,68895,27.66,249096,68895,86209,False
Tamluk,Sunil Bora,Indian National Congress,29720,300,30020,12.05,249096,30020,86209,False
Tamluk,Amit Menon,Communist Party of India (Marxist),20537,207,20744,8.33,249096,20744,86209,False
Tamluk,Priya Nair,None of the Above,16672,168,16840,6.76,249096,16840,86209,False
Tamluk,Rahul Patel,Independent,4326,43,4369,1.75,249096,4369,86209,False
Panskura Purba,Sanjay Singh,Bharatiya Janata Party,73422,741,74163,31.7,233968,74163,74163,True
Panskura Purba,Ramesh Singh,Indian National Congress,40582,409,40991,17.52,233968,40991,74163,False
Panskura Purba,Sunil Kumar,All India Trinamool Congress,22244,224,22468,9.6,233968,22468,74163,False
Panskura Purba,Priya Gogoi,Communist Party of India (Marxist),19428,196,19624,8.39,233968,19624,74163,False
Panskura Purba,Anjali Reddy,None of the Above,13916,140,14056,6.01,233968,14056,74163,False
Panskura Purba,Anita Das,Independent,4815,48,4863,2.08,233968,4863,74163,False
Panskura Paschim,Deepa Patel,Bharatiya Janata Party,81795,826,82621,34.65,238438,82621,82621,True
Panskura Paschim,Ramesh Singh,Communist Party of India (Marxist),39199,395,39594,16.61,238438,39594,82621,False
Panskura Paschim,Deepa Kumar,All India Trinamool Congress,32320,326,32646,13.69,238438,32646,82621,False
Panskura Paschim,Anjali Roy,None of the Above,20261,204,20465,8.58,238438,20465,82621,False
Panskura Paschim,Kavita Gogoi,Indian National Congress,8836,89,8925,3.74,238438,8925,82621,False
Panskura Paschim,Amit Sen,Independent,4472,45,4517,1.89,238438,4517,82621,False
Moyna,Priya Singh,Bharatiya Janata Party,53938,544,54482,30.87,176491,54482,54482,True
Moyna,Sanjay Nair,All India Trinamool Congress,47153,476,47629,26.99,176491,47629,54482,False
Moyna,Sunil Sen,Communist Party of India (Marxist),13373,135,13508,7.65,176491,13508,54482,False
Moyna,Amit Gogoi,Indian National Congress,8541,86,8627,4.89,176491,8627,54482,False
Moyna,Anjali Patel,None of the Above,4969,50,5019,2.84,176491,5019,54482,False
Moyna,Kavita Singh,Independent,1164,11,1175,0.67,176491,1175,54482,False
Nandakumar,Rahul Gogoi,Bharatiya Janata Party,63539,641,64180,28.42,225858,64180,64180,True
Nandakumar,Amit Sen,Indian National Congress,40518,409,40927,18.12,225858,40927,64180,False
Nandakumar,Sunil Sen,None of the Above,20855,210,21065,9.33,225858,21065,64180,False
Nandakumar,Rahul Singh,All India Trinamool Congress,9856,99,9955,4.41,225858,9955,64180,False
Nandakumar,Amit Bora,Independent,4851,49,4900,2.17,225858,4900,64180,False
Nandakumar,Anjali Singh,Communist Party of India (Marxist),2228,22,2250,1.0,225858,2250,64180,False
Mahisadal,Amit Roy,Bharatiya Janata Party,64945,656,65601,31.17,210457,65601,65601,True
Mahisadal,Amit Nair,Communist Party of India (Marxist),53272,538,53810,25.57,210457,53810,65601,False
Mahisadal,Ramesh Patel,Indian National Congress,29764,300,30064,14.29,210457,30064,65601,False
Mahisadal,Manoj Roy,None of the Above,19214,194,19408,9.22,210457,19408,65601,False
Mahisadal,Priya Singh,Independent,1731,17,1748,0.83,210457,1748,65601,False
Mahisadal,Sanjay Sharma,All India Trinamool Congress,700,7,707,0.34,210457,707,65601,False
Haldia,Sanjay Bora,Indian National Congress,45069,455,45524,22.1,206037,45524,45524,True
Haldia,Suresh Gogoi,All India Trinamool Congress,44769,452,45221,21.95,206037,45221,45524,False
Haldia,Manoj Bora,Communist Party of India (Marxist),36143,365,36508,17.72,206037,36508,45524,False
Haldia,Kavita Nair,Bharatiya Janata Party,12437,125,12562,6.1,206037,12562,45524,False
Haldia,Rahul Kumar,None of the Above,6005,60,6065,2.94,206037,6065,45524,False
Haldia,Anita Patel,Independent,4689,47,4736,2.3,206037,4736,45524,False
Nandigram,Deepa Menon,All India Trinamool Congress,46945,474,47419,26.31,180232,47419,47419,True
Nandigram,Rahul Roy,Indian National Congress,44557,450,45007,24.97,180232,45007,47419,False
Nandigram,Manoj Kumar,Communist Party of India (Marxist),15368,155,15523,8.61,180232,15523,47419,False
Nandigram,Amit Nair,None of the Above,12585,127,12712,7.05,180232,12712,47419,False
Nandigram,Manoj Patel,Bharatiya Janata Party,6348,64,6412,3.56,180232,6412,47419,False
Nandigram,Suresh Das,Independent,2802,28,2830,1.57,180232,2830,47419,False
Chandipur,Deepa Roy,Bharatiya Janata Party,57857,584,58441,23.72,246388,58441,58441,True
Chandipur,Sanjay Roy,All India Trinamool Congress,50253,507,50760,20.6,246388,50760,58441,False
Chandipur,Anjali Sharma,Indian National Congress,44115,445,44560,18.09,246388,44560,58441,False
Chandipur,Suresh Gogoi,Communist Party of India (Marxist),37727,381,38108,15.47,246388,38108,58441,False
Chandipur,Deepa Roy,Independent,4825,48,4873,1.98,246388,4873,58441,False
Chandipur,Manoj Patel,None of the Above,279,2,281,0.11,246388,281,58441,False
Patashpur,Deepa Sharma,All India Trinamool Congress,57958,585,58543,34.55,169448,58543,58543,True
Patashpur,Anita Sharma,Bharatiya Janata Party,29278,295,29573,17.45,169448,29573,58543,False
Patashpur,Ramesh Das,Indian National Congress,27494,277,27771,16.39,169448,27771,58543,False
Patashpur,Anita Reddy,None of the Above,12297,124,12421,7.33,169448,12421,58543,False
Patashpur,Deepa Reddy,Communist Party of India (Marxist),5546,56,5602,3.31,169448,5602,58543,False
Patashpur,Kavita Das,Independent,2326,23,2349,1.39,169448,2349,58543,False
Kanthi Uttar,Deepa Roy,All India Trinamool Congress,41028,414,41442,27.5,150704,41442,41442,True
Kanthi Uttar,Sanjay Das,Bharatiya Janata Party,40979,413,41392,27.47,150704,41392,41442,False
Kanthi Uttar,Suresh Nair,Indian National Congress,22271,224,22495,14.93,150704,22495,41442,False
Kanthi Uttar,Priya Das,None of the Above,4748,47,4795,3.18,150704,4795,41442,False
Kanthi Uttar,Rahul Sen,Independent,4432,44,4476,2.97,150704,4476,41442,False
Kanthi Uttar,Sanjay Roy,Communist Party of India (Marxist),2482,25,2507,1.66,150704,2507,41442,False
Bhagabanpur,Ramesh Singh,All India Trinamool Congress,75413,761,76174,44.55,170979,76174,76174,True
Bhagabanpur,Suresh Das,Indian National Congress,28037,283,28320,16.56,170979,28320,76174,False
Bhagabanpur,Amit Menon,Bharatiya Janata Party,22671,229,22900,13.39,170979,22900,76174,False
Bhagabanpur,Amit Reddy,Communist Party of India (Marxist),17595,177,17772,10.39,170979,17772,76174,False
Bhagabanpur,Anita Sharma,None of the Above,3869,39,3908,2.29,170979,3908,76174,False
Bhagabanpur,Suresh Reddy,Independent,637,6,643,0.38,170979,643,76174,False
Khejuri,Manoj Kumar,Bharatiya Janata Party,63106,637,63743,31.07,205168,63743,63743,True
Khejuri,Deepa Menon,All India Trinamool Congress,45546,460,46006,22.42,205168,46006,63743,False
Khejuri,Suresh Menon,None of the Above,7174,72,7246,3.53,205168,7246,63743,False
Khejuri,Priya Patel,Indian National Congress,5869,59,5928,2.89,205168,5928,63743,False
Khejuri,Amit Nair,Communist Party of India (Marxist),2530,25,2555,1.25,205168,2555,63743,False
Khejuri,Deepa Menon,Independent,911,9,920,0.45,205168,920,63743,False
Kanthi Dakshin,Kavita Sharma,All India Trinamool Congress,72151,728,72879,29.86,244092,72879,72879,True
Kanthi Dakshin,Ramesh Gogoi,Bharatiya Janata Party,30858,311,31169,12.77,244092,31169,72879,False
Kanthi Dakshin,Deepa Gogoi,Indian National Congress,28238,285,28523,11.69,244092,28523,72879,False
Kanthi Dakshin,Ramesh Gogoi,Communist Party of India (Marxist),28067,283,28350,11.61,244092,28350,72879,False
Kanthi Dakshin,Ramesh Singh,None of the Above,10056,101,10157,4.16,244092,10157,72879,False
Kanthi Dakshin,Manoj Gogoi,Independent,276,2,278,0.11,244092,278,72879,False
Ramnagar  Purba Medinipur,Amit Gogoi,All India Trinamool Congress,91280,922,92202,49.62,185819,92202,92202,True
Ramnagar  Purba Medinipur,Rahul Kumar,Indian National Congress,36144,365,36509,19.65,185819,36509,92202,False
Ramnagar  Purba Medinipur,Sanjay Menon,Communist Party of India (Marxist),17015,171,17186,9.25,185819,17186,92202,False
Ramnagar  Purba Medinipur,Suresh Patel,Bharatiya Janata Party,16739,169,16908,9.1,185819,16908,92202,False
Ramnagar  Purba Medinipur,Manoj Kumar,None of the Above,8673,87,8760,4.71,185819,8760,92202,False
Ramnagar  Purba Medinipur,Suresh Sharma,Independent,1909,19,1928,1.04,185819,1928,92202,False
Egra,Sunil Sen,None of the Above,36382,367,36749,18.78,195715,36749,36749,True
Egra,Anjali Sen,All India Trinamool Congress,34335,346,34681,17.72,195715,34681,36749,False
Egra,Anita Roy,Indian National Congress,30955,312,31267,15.98,195715,31267,36749,False
Egra,Anjali Roy,Independent,4642,46,4688,2.4,195715,4688,36749,False
Egra,Kavita Roy,Communist Party of India (Marxist),3732,37,3769,1.93,195715,3769,36749,False
Egra,Rahul Kumar,Bharatiya Janata Party,2420,24,2444,1.25,195715,2444,36749,False
Dantan,Anjali Sharma,Bharatiya Janata Party,59348,599,59947,26.2,228811,59947,59947,True
Dantan,Anita Sharma,All India Trinamool Congress,39632,400,40032,17.5,228811,40032,59947,False
Dantan,Priya Kumar,Communist Party of India (Marxist),26021,262,26283,11.49,228811,26283,59947,False
Dantan,Kavita Menon,Indian National Congress,23338,235,23573,10.3,228811,23573,59947,False
Dantan,Rahul Patel,None of the Above,20102,203,20305,8.87,228811,20305,59947,False
Dantan,Ramesh Das,Independent,4108,41,4149,1.81,228811,4149,59947,False
Nayagram,Amit Sharma,All India Trinamool Congress,79438,802,80240,46.78,171539,80240,80240,True
Nayagram,Sanjay Menon,Bharatiya Janata Party,39521,399,39920,23.27,171539,39920,80240,False
Nayagram,Sanjay Das,Indian National Congress,17873,180,18053,10.52,171539,18053,80240,False
Nayagram,Suresh Reddy,Communist Party of India (Marxist),13563,136,13699,7.99,171539,13699,80240,False
Nayagram,Sunil Nair,Independent,4715,47,4762,2.78,171539,4762,80240,False
Nayagram,Anjali Roy,None of the Above,2523,25,2548,1.49,171539,2548,80240,False
Gopiballavpur,Ramesh Nair,All India Trinamool Congress,79883,806,80689,43.63,184948,80689,80689,True
Gopiballavpur,Deepa Kumar,Bharatiya Janata Party,31411,317,31728,17.16,184948,31728,80689,False
Gopiballavpur,Suresh Roy,Indian National Congress,9357,94,9451,5.11,184948,9451,80689,False
Gopiballavpur,Kavita Sen,None of the Above,5813,58,5871,3.17,184948,5871,80689,False
Gopiballavpur,Deepa Sharma,Communist Party of India (Marxist),4662,47,4709,2.55,184948,4709,80689,False
Gopiballavpur,Manoj Gogoi,Independent,4100,41,4141,2.24,184948,4141,80689,False
Jhargram,Anjali Sen,All India Trinamool Congress,89310,902,90212,45.02,200360,90212,90212,True
Jhargram,Deepa Reddy,Indian National Congress,44113,445,44558,22.24,200360,44558,90212,False
Jhargram,Anjali Sen,Communist Party of India (Marxist),14111,142,14253,7.11,200360,14253,90212,False
Jhargram,Sunil Gogoi,None of the Above,11680,117,11797,5.89,200360,11797,90212,False
Jhargram,Anita Das,Bharatiya Janata Party,5274,53,5327,2.66,200360,5327,90212,False
Jhargram,Deepa Sharma,Independent,4920,49,4969,2.48,200360,4969,90212,False
Keshiary,Manoj Sen,All India Trinamool Congress,101178,1022,102200,43.19,236615,102200,102200,True
Keshiary,Kavita Das,Indian National Congress,50104,506,50610,21.39,236615,50610,102200,False
Keshiary,Sunil Roy,None of the Above,12835,129,12964,5.48,236615,12964,102200,False
Keshiary,Priya Bora,Bharatiya Janata Party,10869,109,10978,4.64,236615,10978,102200,False
Keshiary,Deepa Singh,Communist Party of India (Marxist),5961,60,6021,2.54,236615,6021,102200,False
Keshiary,Anjali Kumar,Independent,3153,31,3184,1.35,236615,3184,102200,False
Kharagpur Sadar,Sanjay Reddy,Bharatiya Janata Party,101290,1023,102313,42.32,241746,102313,102313,True
Kharagpur Sadar,Manoj Sen,Indian National Congress,34660,350,35010,14.48,241746,35010,102313,False
Kharagpur Sadar,Anjali Singh,All India Trinamool Congress,33509,338,33847,14.0,241746,33847,102313,False
Kharagpur Sadar,Anita Patel,Communist Party of India (Marxist),19730,199,19929,8.24,241746,19929,102313,False
Kharagpur Sadar,Rahul Reddy,None of the Above,13619,137,13756,5.69,241746,13756,102313,False
Kharagpur Sadar,Anjali Das,Independent,4246,42,4288,1.77,241746,4288,102313,False
Narayangarh,Anjali Roy,Bharatiya Janata Party,70619,713,71332,30.82,231457,71332,71332,True
Narayangarh,Priya Menon,Communist Party of India (Marxist),41469,418,41887,18.1,231457,41887,71332,False
Narayangarh,Deepa Roy,Indian National Congress,38780,391,39171,16.92,231457,39171,71332,False
Narayangarh,Kavita Roy,None of the Above,26285,265,26550,11.47,231457,26550,71332,False
Narayangarh,Anjali Gogoi,All India Trinamool Congress,5178,52,5230,2.26,231457,5230,71332,False
Narayangarh,Kavita Nair,Independent,1429,14,1443,0.62,231457,1443,71332,False
Sabang,Anjali Menon,All India Trinamool Congress,109244,1103,110347,47.31,233257,110347,110347,True
Sabang,Manoj Menon,Indian National Congress,50403,509,50912,21.83,233257,50912,110347,False
Sabang,Suresh Sharma,None of the Above,24060,243,24303,10.42,233257,24303,110347,False
Sabang,Sanjay Singh,Bharatiya Janata Party,5746,58,5804,2.49,233257,5804,110347,False
Sabang,Anita Reddy,Independent,3674,37,3711,1.59,233257,3711,110347,False
Sabang,Suresh Das,Communist Party of India (Marxist),559,5,564,0.24,233257,564,110347,False
Pingla,Anjali Nair,All India Trinamool Congress,50056,505,50561,29.83,169516,50561,50561,True
Pingla,Sanjay Gogoi,Bharatiya Janata Party,29423,297,29720,17.53,169516,29720,50561,False
Pingla,Ramesh Sen,None of the Above,24562,248,24810,14.64,169516,24810,50561,False
Pingla,Kavita Kumar,Indian National Congress,11740,118,11858,7.0,169516,11858,50561,False
Pingla,Priya Das,Communist Party of India (Marxist),6673,67,6740,3.98,169516,6740,50561,False
Pingla,Priya Menon,Independent,794,8,802,0.47,169516,802,50561,False
Kharagpur,Amit Bora,Communist Party of India (Marxist),38082,384,38466,24.33,158088,38466,38466,True
Kharagpur,Sanjay Singh,Bharatiya Janata Party,29264,295,29559,18.7,158088,29559,38466,False
Kharagpur,Deepa Kumar,All India Trinamool Congress,26239,265,26504,16.77,158088,26504,38466,False
Kharagpur,Priya Nair,None of the Above,22593,228,22821,14.44,158088,22821,38466,False
Kharagpur,Suresh Menon,Indian National Congress,11370,114,11484,7.26,158088,11484,38466,False
Kharagpur,Amit Roy,Independent,365,3,368,0.23,158088,368,38466,False
Debra,Sanjay Patel,All India Trinamool Congress,88742,896,89638,43.47,206218,89638,89638,True
Debra,Priya Roy,Bharatiya Janata Party,57390,579,57969,28.11,206218,57969,89638,False
Debra,Suresh Nair,Indian National Congress,16138,163,16301,7.9,206218,16301,89638,False
Debra,Ramesh Nair,Communist Party of India (Marxist),10959,110,11069,5.37,206218,11069,89638,False
Debra,Priya Singh,None of the Above,10882,109,10991,5.33,206218,10991,89638,False
Debra,Kavita Bora,Independent,862,8,870,0.42,206218,870,89638,False
Daspur,Rahul Sharma,Communist Party of India (Marxist),60282,608,60890,33.74,180479,60890,60890,True
Daspur,Deepa Patel,All India Trinamool Congress,50306,508,50814,28.16,180479,50814,60890,False
Daspur,Anjali Nair,None of the Above,11206,113,11319,6.27,180479,11319,60890,False
Daspur,Ramesh Roy,Bharatiya Janata Party,6005,60,6065,3.36,180479,6065,60890,False
Daspur,Priya Singh,Indian National Congress,1798,18,1816,1.01,180479,1816,60890,False
Daspur,Anita Patel,Independent,1154,11,1165,0.65,180479,1165,60890,False
Ghatal,Manoj Das,Bharatiya Janata Party,45586,460,46046,22.44,205223,46046,46046,True
Ghatal,Manoj Kumar,Indian National Congress,43453,438,43891,21.39,205223,43891,46046,False
Ghatal,Kavita Menon,Communist Party of India (Marxist),24993,252,25245,12.3,205223,25245,46046,False
Ghatal,Ramesh Singh,None of the Above,20386,205,20591,10.03,205223,20591,46046,False
Ghatal,Anjali Das,All India Trinamool Congress,12779,129,12908,6.29,205223,12908,46046,False
Ghatal,Amit Singh,Independent,3094,31,3125,1.52,205223,3125,46046,False
Chandrakona,Deepa Patel,All India Trinamool Congress,70384,710,71094,44.81,158639,71094,71094,True
Chandrakona,Manoj Sen,Bharatiya Janata Party,24279,245,24524,15.46,158639,24524,71094,False
Chandrakona,Manoj Sen,None of the Above,17620,177,17797,11.22,158639,17797,71094,False
Chandrakona,Anjali Nair,Indian National Congress,4015,40,4055,2.56,158639,4055,71094,False
Chandrakona,Sanjay Sharma,Independent,1562,15,1577,0.99,158639,1577,71094,False
Chandrakona,Deepa Singh,Communist Party of India (Marxist),334,3,337,0.21,158639,337,71094,False
Garbeta,Manoj Singh,Indian National Congress,58839,594,59433,35.15,169098,59433,59433,True
Garbeta,Sanjay Menon,Communist Party of India (Marxist),22816,230,23046,13.63,169098,23046,59433,False
Garbeta,Manoj Kumar,Bharatiya Janata Party,18064,182,18246,10.79,169098,18246,59433,False
Garbeta,Anita Bora,None of the Above,14946,150,15096,8.93,169098,15096,59433,False
Garbeta,Anjali Nair,All India Trinamool Congress,9807,99,9906,5.86,169098,9906,59433,False
Garbeta,Anita Singh,Independent,4908,49,4957,2.93,169098,4957,59433,False
Salboni,Rahul Sen,All India Trinamool Congress,87213,880,88093,38.44,229191,88093,88093,True
Salboni,Sanjay Nair,None of the Above,25901,261,26162,11.41,229191,26162,88093,False
Salboni,Kavita Sen,Communist Party of India (Marxist),23746,239,23985,10.47,229191,23985,88093,False
Salboni,Sanjay Patel,Bharatiya Janata Party,19007,191,19198,8.38,229191,19198,88093,False
Salboni,Sunil Singh,Indian National Congress,11915,120,12035,5.25,229191,12035,88093,False
Salboni,Amit Sen,Independent,2930,29,2959,1.29,229191,2959,88093,False
Keshpur,Manoj Reddy,Indian National Congress,65789,664,66453,31.91,208246,66453,66453,True
Keshpur,Deepa Roy,Bharatiya Janata Party,19024,192,19216,9.23,208246,19216,66453,False
Keshpur,Kavita Kumar,Communist Party of India (Marxist),18094,182,18276,8.78,208246,18276,66453,False
Keshpur,Manoj Reddy,All India Trinamool Congress,6596,66,6662,3.2,208246,6662,66453,False
Keshpur,Anjali Das,None of the Above,1895,19,1914,0.92,208246,1914,66453,False
Keshpur,Kavita Gogoi,Independent,415,4,419,0.2,208246,419,66453,False
Medinipur,Deepa Gogoi,All India Trinamool Congress,41060,414,41474,23.34,177722,41474,41474,True
Medinipur,Anjali Reddy,Bharatiya Janata Party,31952,322,32274,18.16,177722,32274,41474,False
Medinipur,Rahul Reddy,Indian National Congress,28668,289,28957,16.29,177722,28957,41474,False
Medinipur,Sanjay Das,None of the Above,23294,235,23529,13.24,177722,23529,41474,False
Medinipur,Deepa Gogoi,Independent,3809,38,3847,2.16,177722,3847,41474,False
Medinipur,Suresh Sen,Communist Party of India (Marxist),667,6,673,0.38,177722,673,41474,False
Binpur,Amit Gogoi,All India Trinamool Congress,48150,486,48636,31.15,156128,48636,48636,True
Binpur,Kavita Singh,None of the Above,25542,257,25799,16.52,156128,25799,48636,False
Binpur,Deepa Bora,Bharatiya Janata Party,24270,245,24515,15.7,156128,24515,48636,False
Binpur,Suresh Kumar,Indian National Congress,21077,212,21289,13.64,156128,21289,48636,False
Binpur,Manoj Nair,Communist Party of India (Marxist),5166,52,5218,3.34,156128,5218,48636,False
Binpur,Sunil Gogoi,Independent,3126,31,3157,2.02,156128,3157,48636,False
Bandwan,Sunil Reddy,Bharatiya Janata Party,80289,811,81100,36.13,224444,81100,81100,True
Bandwan,Anjali Singh,All India Trinamool Congress,50512,510,51022,22.73,224444,51022,81100,False
Bandwan,Deepa Reddy,Indian National Congress,25182,254,25436,11.33,224444,25436,81100,False
Bandwan,Manoj Patel,None of the Above,23520,237,23757,10.58,224444,23757,81100,False
Bandwan,Kavita Das,Communist Party of India (Marxist),6920,69,6989,3.11,224444,6989,81100,False
Bandwan,Sunil Sen,Independent,4925,49,4974,2.22,224444,4974,81100,False
Balarampur  Purulia,Suresh Das,Bharatiya Janata Party,59416,600,60016,27.58,217581,60016,60016,True
Balarampur  Purulia,Ramesh Bora,All India Trinamool Congress,57035,576,57611,26.48,217581,57611,60016,False
Balarampur  Purulia,Suresh Sen,Communist Party of India (Marxist),32920,332,33252,15.28,217581,33252,60016,False
Balarampur  Purulia,Amit Singh,None of the Above,11188,113,11301,5.19,217581,11301,60016,False
Balarampur  Purulia,Suresh Gogoi,Indian National Congress,3500,35,3535,1.62,217581,3535,60016,False
Balarampur  Purulia,Sanjay Sen,Independent,928,9,937,0.43,217581,937,60016,False
Baghmundi,Anita Das,All India Trinamool Congress,52729,532,53261,35.42,150390,53261,53261,True
Baghmundi,Priya Reddy,Bharatiya Janata Party,22902,231,23133,15.38,150390,23133,53261,False
Baghmundi,Kavita Gogoi,None of the Above,19126,193,19319,12.85,150390,19319,53261,False
Baghmundi,Sunil Das,Indian National Congress,9295,93,9388,6.24,150390,9388,53261,False
Baghmundi,Suresh Patel,Independent,4430,44,4474,2.97,150390,4474,53261,False
Baghmundi,Amit Sharma,Communist Party of India (Marxist),3876,39,3915,2.6,150390,3915,53261,False
Joypur  Purulia,Rahul Roy,All India Trinamool Congress,76065,768,76833,37.51,204815,76833,76833,True
Joypur  Purulia,Anjali Roy,Communist Party of India (Marxist),47008,474,47482,23.18,204815,47482,76833,False
Joypur  Purulia,Sanjay Roy,Bharatiya Janata Party,21281,214,21495,10.49,204815,21495,76833,False
Joypur  Purulia,Amit Sen,Indian National Congress,6148,62,6210,3.03,204815,6210,76833,False
Joypur  Purulia,Sanjay Roy,Independent,4272,43,4315,2.11,204815,4315,76833,False
Joypur  Purulia,Sanjay Bora,None of the Above,1483,14,1497,0.73,204815,1497,76833,False
Purulia,Amit Roy,Bharatiya Janata Party,85456,863,86319,34.92,247224,86319,86319,True
Purulia,Priya Patel,All India Trinamool Congress,47703,481,48184,19.49,247224,48184,86319,False
Purulia,Amit Reddy,Communist Party of India (Marxist),38999,393,39392,15.93,247224,39392,86319,False
Purulia,Suresh Roy,None of the Above,9135,92,9227,3.73,247224,9227,86319,False
Purulia,Priya Nair,Indian National Congress,7227,73,7300,2.95,247224,7300,86319,False
Purulia,Ramesh Reddy,Independent,303,3,306,0.12,247224,306,86319,False
Manbazar,Deepa Das,Bharatiya Janata Party,79461,802,80263,39.32,204119,80263,80263,True
Manbazar,Priya Gogoi,All India Trinamool Congress,35342,356,35698,17.49,204119,35698,80263,False
Manbazar,Anjali Patel,Indian National Congress,34523,348,34871,17.08,204119,34871,80263,False
Manbazar,Deepa Nair,Communist Party of India (Marxist),7128,72,7200,3.53,204119,7200,80263,False
Manbazar,Anita Reddy,Independent,4579,46,4625,2.27,204119,4625,80263,False
Manbazar,Manoj Kumar,None of the Above,1972,19,1991,0.98,204119,1991,80263,False
Kashipur,Anita Reddy,All India Trinamool Congress,72235,729,72964,42.55,171461,72964,72964,True
Kashipur,Anita Menon,Bharatiya Janata Party,47398,478,47876,27.92,171461,47876,72964,False
Kashipur,Manoj Das,Communist Party of India (Marxist),19020,192,19212,11.2,171461,19212,72964,False
Kashipur,Priya Roy,None of the Above,17089,172,17261,10.07,171461,17261,72964,False
Kashipur,Amit Singh,Indian National Congress,9401,94,9495,5.54,171461,9495,72964,False
Kashipur,Rahul Kumar,Independent,3070,31,3101,1.81,171461,3101,72964,False
Para,Amit Menon,All India Trinamool Congress,32287,326,32613,19.0,171654,32613,32613,True
Para,Rahul Nair,Communist Party of India (Marxist),27059,273,27332,15.92,171654,27332,32613,False
Para,Sunil Das,Indian National Congress,13338,134,13472,7.85,171654,13472,32613,False
Para,Sunil Nair,None of the Above,12542,126,12668,7.38,171654,12668,32613,False
Para,Rahul Reddy,Bharatiya Janata Party,7407,74,7481,4.36,171654,7481,32613,False
Para,Kavita Gogoi,Independent,2581,26,2607,1.52,171654,2607,32613,False
Raghunathpur  Purulia,Ramesh Reddy,All India Trinamool Congress,73575,743,74318,46.93,158361,74318,74318,True
Raghunathpur  Purulia,Anita Sen,None of the Above,17612,177,17789,11.23,158361,17789,74318,False
Raghunathpur  Purulia,Sunil Roy,Bharatiya Janata Party,16334,164,16498,10.42,158361,16498,74318,False
Raghunathpur  Purulia,Suresh Kumar,Communist Party of India (Marxist),15058,152,15210,9.6,158361,15210,74318,False
Raghunathpur  Purulia,Manoj Roy,Indian National Congress,13932,140,14072,8.89,158361,14072,74318,False
Raghunathpur  Purulia,Kavita Nair,Independent,1749,17,1766,1.12,158361,1766,74318,False
Saltora,Ramesh Singh,Indian National Congress,59463,600,60063,30.86,194621,60063,60063,True
